0  0
3.1875e-05  0
6.375e-05  0
0.00010625  0
0.000138125  0
0.00017  0
0.000201875  0
0.00023375  0
0.00027625  0
0.000308125  0
0.00034  0
0.000371875  0
0.00040375  0
0.00044625  0
0.000478125  0
0.00051  0
0.0005525  0
0.000595  0
0.0006375  0
0.00068  0
0.0007225  0
0.000765  0
0.0008075  0
0.00085  0
0.0008925  0
0.000935  0
0.0009775  0
0.00102  0
0.0010625  0
0.001105  0
0.0011475  0
0.00119  0
0.0012325  0
0.001275  0
0.0013175  0
0.00136  0
0.0014025  0
0.001445  0
0.0014875  0
0.00153  0
0.0015725  0
0.001615  0
0.0016575  0
0.0017  0
0  3.125e-05
3.1875e-05  3.125e-05
6.375e-05  3.125e-05
0.00010625  3.125e-05
0.000138125  3.125e-05
0.00017  3.125e-05
0.000201875  3.125e-05
0.00023375  3.125e-05
0.00027625  3.125e-05
0.000308125  3.125e-05
0.00034  3.125e-05
0.000371875  3.125e-05
0.00040375  3.125e-05
0.00044625  3.125e-05
0.000478125  3.125e-05
0.00051  3.125e-05
0.0005525  3.125e-05
0.000595  3.125e-05
0.0006375  3.125e-05
0.00068  3.125e-05
0.0007225  3.125e-05
0.000765  3.125e-05
0.0008075  3.125e-05
0.00085  3.125e-05
0.0008925  3.125e-05
0.000935  3.125e-05
0.0009775  3.125e-05
0.00102  3.125e-05
0.0010625  3.125e-05
0.001105  3.125e-05
0.0011475  3.125e-05
0.00119  3.125e-05
0.0012325  3.125e-05
0.001275  3.125e-05
0.0013175  3.125e-05
0.00136  3.125e-05
0.0014025  3.125e-05
0.001445  3.125e-05
0.0014875  3.125e-05
0.00153  3.125e-05
0.0015725  3.125e-05
0.001615  3.125e-05
0.0016575  3.125e-05
0.0017  3.125e-05
0  6.25e-05
3.1875e-05  6.25e-05
6.375e-05  6.25e-05
0.00010625  6.25e-05
0.000138125  6.25e-05
0.00017  6.25e-05
0.000201875  6.25e-05
0.00023375  6.25e-05
0.00027625  6.25e-05
0.000308125  6.25e-05
0.00034  6.25e-05
0.000371875  6.25e-05
0.00040375  6.25e-05
0.00044625  6.25e-05
0.000478125  6.25e-05
0.00051  6.25e-05
0.0005525  6.25e-05
0.000595  6.25e-05
0.0006375  6.25e-05
0.00068  6.25e-05
0.0007225  6.25e-05
